ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jammin-jimmys-pizza-los-angeles, Jammin Jimmy's Pizza, False,3235828787,9,5, Los Angeles, CA,90001, Under $10, Yes, Yes, Yes, Yes, , , Yes, Yes, Yes, Casual, , , , Yes, No, Yes, , , [u'Pizza', u'pizza'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-pizza-xpress-los-angeles, LA Pizza Xpress, False,3232314992,3,5, Los Angeles, CA,90011, , No, Yes, Yes, , , , , Yes, Yes, , , , , , , , , , [u'Pizza', u'pizza'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ell-sole-bakery-los-angeles, Ell Sole Bakery, False,3232342229,4,5, Los Angeles, CA,90037, , Yes, No, Yes, Yes, , , , , Yes, , , , , , , , , , [u'Pizza', u'pizza'], [u'Cafes', u'cafes'], [u'Bakeries', u'bakeries'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little-caesars-huntington-park, Little Caesars, False,3235856046,4,2.5, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Pizza', u'pizza'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rallys-hamburgers-los-angeles, Rally's Hamburgers, False,3237515839,10,1.5, Los Angeles, CA,90003, Under $10, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , Average, No, Yes, No, No, No, No, [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winchells-doughnut-house-los-angeles-10, Winchell's Doughnut House, False,3237539850,3,2, Los Angeles, CA,90003, Under $10, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , Quiet, No, No, No, Yes, No, Yes, [u'Cafes', u'cafes'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tams-burgers-los-angeles-5, Tam's Burgers, True,3235858267,4,4, Los Angeles, CA,90001, $11-30, No, Yes, Yes, No, , , Yes, Yes, Yes, Casual, , , No, No, No, Yes, No, No, [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burger-planet-los-angeles, Burger Planet, False,3237500740,10,3, Los Angeles, CA,90003, Under $10, No, No, Yes, Yes, , , , Yes, Yes, Casual, , Loud, No, No, , , No, , [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house-of-boba-los-angeles, House Of Boba, False,3232380257,8,4, Los Angeles, CA,90003, Under $10, , , , Yes, , , Yes, , , , , , , No, Free, , , , [u'Coffee & Tea', u'coffee'], [u'Juice Bars & Smoothies', u'juicebars'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcdonalds-los-angeles-120, McDonald's, False,3237582740,16,1.5, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Fast Food', u'hotdogs'], [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gravy-train-poutinerie-los-angeles, Gravy Train Poutinerie, False, ,36,3.5, Los Angeles, CA,90011, Under $10, No, No, Yes, Yes, , Street, , Yes, No, Casual, Casual, Average, No, No, No, No, No, Yes, [u'Food Trucks', u'foodtrucks'], [u'Poutineries', u'poutineries'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roscoes-house-of-chicken-and-waffles-los-angeles-4, Roscoe's House of Chicken & Waffles, True,3237526211,274,4, Los Angeles, CA,90003, $11-30, No, No, Yes, Yes, Lunch, Private Lot, Yes, Yes, Yes, Casual, Casual, Average, No, No, No, No, Yes, Yes, [u'Southern', u'southern'], [u'Breakfast & Brunch', u'breakfast_brunch'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-burger-palace-los-angeles, The Burger Palace, False,3237504507,23,4, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-blt-truck-los-angeles, The BLT Truck, False,3239519991,10,4, Los Angeles, CA,90011, Inexpensive, , , , Yes, , , Yes, , , , , , , , , , , , [u'Food Trucks', u'foodtrucks'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatburger-los-angeles-26, Fatburger, True,3232322000,11,4, Los Angeles, CA,90001, $11-30, No, No, Yes, Yes, Lunch, , No, Yes, Yes, Casual, , Average, No, No, No, No, , , [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway-los-angeles-189, Subway, False,3235211957,4,2.5, Los Angeles, CA,90011, Under $10, No, No, Yes, Yes, , , No, Yes, Yes, Casual, , Quiet, No, No, , No, Yes, Yes, [u'Sandwiches', u'sandwiches'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobos-hamburgers-los-angeles, Bobo's Hamburgers, True,3235829978,33,4, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Burgers', u'burgers'], [u'Breakfast & Brunch', u'breakfast_brunch'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily-donuts-los-angeles-6, Daily Donuts, False, ,3,4.5, Los Angeles, CA,90003, Inexpensive, , , , No, , Private Lot, No, , , , , , , , , , , , [u'Donuts', u'donuts'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starbucks-los-angeles-362, Starbucks, False, ,1,2, Los Angeles, CA,90011, Inexpensive, , , , Yes, , , Yes, , , , , , , Yes, Free, , , , [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starbucks-los-angeles-286, Starbucks, False, ,31,3, Los Angeles, CA,90011, Inexpensive, , , , Yes, , Garage, Yes, , , , , , , Yes, Free, , , , [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winchells-donuts-los-angeles-5, Winchells Donuts, False,3237582372,12,2.5, Los Angeles, CA,90003, Inexpensive, , , , Yes, , Private Lot, No, , , , , , , , , , , , [u'Donuts', u'donuts'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-eleven-los-angeles-99, 7-Eleven, True,3235858378,1,5, Los Angeles, CA,90001, Inexpensive, , , , Yes, , , Yes, , , , , , , No, Paid, , , , [u'Convenience Stores', u'convenience'], [u'Beer, Wine & Spirits', u'beer_and_wine'], [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starbucks-los-angeles-167, Starbucks, False,3235851928,49,2.5, Los Angeles, CA,90001, Inexpensive, , , , Yes, , Private Lot, No, , , , , , , No, Free, , , , [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee-times-donuts-los-angeles, Coffee Times Donuts, False,3232313883,2,4.5, Los Angeles, CA,90037, , , , , , , , , , , , , , , , , , , , [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-eleven-los-angeles-105, 7-Eleven, True,3237580711,1,1, Los Angeles, CA,90037, , , , , , , , , , , , , , , , , , , , [u'Beer, Wine & Spirits', u'beer_and_wine'], [u'Convenience Stores', u'convenience'], [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-and-t-burgers-los-angeles, A & T Burgers, True,3237540709,32,4, Los Angeles, CA,90003, Under $10, No, No, Yes, Yes, Breakfast+ Brunch+ Lunch+ Dinner+ Late Night, Private Lot, No, Yes, Yes, Casual, Casual, Average, No, Yes, No, No, No, No, [u'Burgers', u'burgers'], [u'Breakfast & Brunch', u'breakfast_brunch'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-eleven-huntington-park-2, 7-Eleven, True,3235810524,5,5, Huntington Park, CA,90255, Inexpensive, , , , Yes, , Private Lot, Yes, , , , , , , No, No, , , , [u'Beer, Wine & Spirits', u'beer_and_wine'], [u'Convenience Stores', u'convenience'], [u'Coffee & Tea', u'coffee'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amigos-donuts-huntington-park, Amigos Donuts, False,3235816101,5,5, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Donuts', u'donuts'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tniggies-bar-los-angeles, T'Niggies Bar, False, ,1,3, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Dive Bars', u'divebars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zacatecas-bar-los-angeles, Zacatecas Bar, False,3237515634,1,4, Los Angeles, CA,90003, , , , , , , , , , , , , , , , , , , , [u'Sports Bars', u'sportsbars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artefx-decor-los-angeles, Artefx Decor, False,3238412481,1,5, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Art Galleries', u'galleries'], [u'Furniture Stores', u'furniture'], [u'Home Decor', u'homedecor'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defiant-ones-los-angeles, Defiant Ones, False, ,2,2, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Bars', u'bars'], [u'Dance Clubs', u'danceclubs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rad-cabin-los-angeles, The Rad Cabin, False, ,1,5, Los Angeles, CA,90003, Inexpensive, , , , Yes, , , Yes, , Yes, , , Very Loud, Full Bar, Yes, , Yes, , , [u'Dance Clubs', u'danceclubs'], [u'Lounges', u'lounges'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buzz-los-angeles, Buzz, False,3238222814,1,3, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Bars', u'bars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bill-and-vi-cozy-corner-los-angeles, Bill & VI Cozy Corner, False,3239719089,2,5, Los Angeles, CA,90044, Inexpensive, , , , Yes, , , No, , Yes, , , Average, , No, , Yes, , , [u'Sports Bars', u'sportsbars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el-sagitario-los-angeles, El Sagitario, False,2135859840,1,1, Los Angeles, CA,90001, Under $10, , , , , , , , , No, , , Average, , No, , Yes, , , [u'Bars', u'bars'], [u'Mexican', u'mexican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports-bar-los-angeles, Sports Bar, False, ,1,4, Los Angeles, CA,90001, , , , , , , , , , , , , , , , , , , , [u'Sports Bars', u'sportsbars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-black-castle-los-angeles, The Black Castle, False, ,11,4, Los Angeles, CA,90044, Inexpensive, , , , No, , Street, Yes, No, Yes, , , Very Loud, No, No, , No, , , [u'Music Venues', u'musicvenues'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el-vaquero-restaurant-and-nightclub-los-angeles, El Vaquero Restaurant & Nightclub, False,5622879570,5,4, Los Angeles, CA,90001, , Yes, No, Yes, , , , , No, , , , , , , , , , , [u'Mexican', u'mexican'], [u'Cocktail Bars', u'cocktailbars'], [u'Dive Bars', u'divebars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-boom-los-angeles, La Boom, False,3235887373,33,2.5, Los Angeles, CA,90001, Moderate, , , , Yes, , Private Lot, Yes, , Yes, , Divey, Very Loud, Full Bar, No, , Yes, , , [u'Dance Clubs', u'danceclubs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
franklin-bells-blues-workshop-los-angeles, Franklin Bell's Blues Workshop, False, ,1,5, Los Angeles, CA,90002, Inexpensive, , , , No, , , , , Yes, , , , , , , , , , [u'Jazz & Blues', u'jazzandblues'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el-nuevo-reno-los-angeles, El Nuevo Reno, False,3237536343,1,1, Los Angeles, CA,90047, , , , , , , , , , , , , , , , , , , , [u'Bars', u'bars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el-latino-alegre-los-angeles, El Latino Alegre, False,3235812668,1,1, Los Angeles, CA,90001, , , , , , , , , , , , , Average, Full Bar, , , , , , [u'Dive Bars', u'divebars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don-chente-bar-and-grill-huntington-park, Don Chente Bar and Grill, True,3235858900,106,3, Huntington Park, CA,90255, $11-30, Yes, No, Yes, Yes, Lunch+ Dinner+ Late Night, Private Lot, Yes, Yes, Yes, Casual, Casual, Average, Full Bar, Yes, No, Yes, Yes, Yes, [u'Mexican', u'mexican'], [u'Sports Bars', u'sportsbars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el-camino-club-huntington-park, El Camino Club, False,3235825234,1,3, Huntington Park, CA,90255, Moderate, , , , No, , , Yes, , Yes, , , Loud, Full Bar, No, , Yes, , , [u'Wine Bars', u'wine_bars'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-pleasure-blues-club-bar-los-angeles, Pure Pleasure Blues Club Bar, False,3237788497,2,3, Los Angeles, CA,90047, , , , , , , , , , , , , , , , , , , , [u'Jazz & Blues', u'jazzandblues'], [u'Pool Halls', u'poolhalls'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
las-palomas-night-club-los-angeles, Las Palomas Night Club, False,3237524185,1,4, Los Angeles, CA,90047, , , , , , , , , , Yes, , , , , , , , , , [u'Nightlife', u'nightlife'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jackson-bros-bar-los-angeles, Jackson Bros Bar, True,3237594015,2,4, Los Angeles, CA,90047, , , , , , , , , , , , , , , , , , , , [u'Sports Bars', u'sportsbars'], ID,Name,Claimed?,Phone,Count,Rating,City,State,Zip-code,Price,Reservations,Delivery,Take-out,Credit cards,Good for,Parking,Bike,Kids,Groups,Attire,Ambience,Noise,Alcohol,Outdoor,WiFi,TV,Waiter,Caters,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burger-king-los-angeles-31, Burger King, False,3235832338,7,2.5, Los Angeles, CA,90001, Under $10, No, No, Yes, Yes, Breakfast, , Yes, Yes, Yes, Casual, , , No, No, No, No, No, , [u'Burgers', u'burgers'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortas-ahogadas-guadalajara-huntington-park, Tortas Ahogadas Guadalajara, True,3235873115,59,3.5, Huntington Park, CA,90255, Under $10, No, No, Yes, Yes, Lunch, Private Lot, No, Yes, Yes, Casual, Casual, Average, Beer & Wine Only, No, Free, Yes, Yes, Yes, [u'Mexican', u'mexican'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dinos-chicken-and-burgers-huntington-park, Dino's Chicken and Burgers, True,3235854444,67,4, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Burgers', u'burgers'], [u'Chicken Wings', u'chicken_wings'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollo-campero-restaurant-los-angeles, Pollo Campero Restaurant, False,3232901130,18,2.5, Los Angeles, CA,90047, Under $10, No, No, Yes, Yes, , , Yes, Yes, Yes, Casual, , Average, No, No, No, No, No, Yes, [u'American (New)', u'newamerican'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-n-out-burger-huntington-park, In-N-Out Burger, False, ,92,4, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Burgers', u'burgers'], [u'Fast Food', u'hotdogs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcdonalds-huntington-park-4, McDonalds, False,3235814267,10,2, Huntington Park, CA,90255, Under $10, No, No, Yes, Yes, , , No, Yes, Yes, Casual, , Loud, , Yes, Free, No, , , [u'Fast Food', u'hotdogs'], [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watts-coffee-house-los-angeles, Watts Coffee House, True,3232494343,69,4, Los Angeles, CA,90002, $11-30, Yes, Yes, Yes, Yes, Breakfast, Private Lot, Yes, Yes, Yes, Casual, Casual, Average, No, Yes, Free, Yes, Yes, Yes, [u'Coffee & Tea', u'coffee'], [u'Breakfast & Brunch', u'breakfast_brunch'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mariscos-lindas-restaurant-huntington-park, Marisco's Lindas Restaurant, False,3235862056,7,2.5, Huntington Park, CA,90255, $11-30, , , , Yes, , , Yes, Yes, Yes, Casual, , Very Loud, , , No, , Yes, , [u'Seafood', u'seafood'], [u'Mexican', u'mexican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toms-express-huntington-park-2, Tom's Express, True,3235818179,14,3.5, Huntington Park, CA,90255, , , , , , , , , , , , , , , , , , , , [u'Burgers', u'burgers'], [u'Mexican', u'mexican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figueroa-philly-cheese-steak-los-angeles, Figueroa Philly Cheese Steak, True,2137489073,501,4.5, Los Angeles, CA,90037, Under $10, No, No, Yes, Yes, Lunch, Private Lot, Yes, Yes, Yes, Casual, Casual, Average, No, Yes, No, Yes, No, No, [u'Cheesesteaks', u'cheesesteaks'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burger-plaza-grill-los-angeles, Burger Plaza Grill, False,2137659787,38,4.5, Los Angeles, CA,90007, , , , , , , , , , , , , , , , , , , , [u'Burgers', u'burgers'], [u'Sandwiches', u'sandwiches'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berthas-soul-food-cafe-los-angeles, Bertha's Soul Food Cafe, True,3237773373,40,3, Los Angeles, CA,90047, $11-30, No, No, Yes, No, Lunch+ Dinner, Street+ Private Lot, Yes, Yes, Yes, Casual, Casual, Average, No, No, No, Yes, Yes, Yes, [u'Southern', u'southern'], [u'Soul Food', u'soulfood'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
master-burger-los-angeles, Master Burger, False,3232951940,60,4, Los Angeles, CA,90062, , , , , , , , , , , , , , , , , , , , [u'Burgers', u'burgers'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhm-grill-los-angeles, NHM Grill, False, ,19,3, Los Angeles, CA,90037, , , , , , , , , , , , , , , , , , , , [u'American (Traditional)', u'tradamerican'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-villa-basque-vivere-lounge-vernon-4, La Villa Basque Vivere Lounge, True,3235831696,34,2.5, Vernon, CA,90058, $11-30, Yes, No, Yes, Yes, Lunch, Private Lot, No, No, Yes, Casual, Casual, Average, Full Bar, No, Free, Yes, Yes, Yes, [u'Lounges', u'lounges'], [u'Modern European', u'modern_european'], [u'Dance Clubs', u'danceclubs'], ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
